 EPC, RSSI,Count,Date,Time,Product Serial,Location Serial,Product code,Qty
4D4554303036362323170062,1,1,2017/12/04,12:25:53,MET0066##170062,$LOC00MWA101,D0072,1
4D4554303036362323170063,1,1,2017/12/04,12:25:53,MET0066##170063,$LOC00MWA101,D0072,1
4D4554303036362323170064,1,1,2017/12/04,12:25:53,MET0066##170064,$LOC00MWA101,D0072,1
4D4554303036362323170065,1,1,2017/12/04,12:25:53,MET0066##170065,$LOC00MWA101,D0072,1
4D4554303036362323170066,1,1,2017/12/04,12:25:53,MET0066##170066,$LOC00MWA101,D0072,1
4D4554303036362323170067,1,1,2017/12/04,12:25:53,MET0066##170067,$LOC00MWA101,D0072,1
4D4554303036362323170068,1,1,2017/12/04,12:25:53,MET0066##170068,$LOC00MWA101,D0072,1
4D4554303036362323170069,1,1,2017/12/04,12:25:53,MET0066##170069,$LOC00MWA101,D0072,1
4D4554303036362323170070,1,1,2017/12/04,12:25:53,MET0066##170070,$LOC00MWA101,D0072,1
4D4554303036372323170045,1,1,2017/12/04,12:26:47,MET0067##170045,$LOC00MWA101,D0073,1
4D4554303036372323170046,1,1,2017/12/04,12:26:47,MET0067##170046,$LOC00MWA101,D0073,1
4D4554303036372323170047,1,1,2017/12/04,12:26:47,MET0067##170047,$LOC00MWA101,D0073,1
4D4554303036372323170048,1,1,2017/12/04,12:26:47,MET0067##170048,$LOC00MWA101,D0073,1
4D4554303036372323170049,1,1,2017/12/04,12:26:47,MET0067##170049,$LOC00MWA101,D0073,1
4D4554303036372323170050,1,1,2017/12/04,12:26:47,MET0067##170050,$LOC00MWA101,D0073,1
4D4554303036372323170051,1,1,2017/12/04,12:26:47,MET0067##170051,$LOC00MWA101,D0073,1
4D4554303036372323170052,1,1,2017/12/04,12:26:47,MET0067##170052,$LOC00MWA101,D0073,1
4D4554303036372323170053,1,1,2017/12/04,12:26:47,MET0067##170053,$LOC00MWA101,D0073,1
4D4554303036372323170054,1,1,2017/12/04,12:26:47,MET0067##170054,$LOC00MWA101,D0073,1
4D4554303036372323170055,1,1,2017/12/04,12:26:47,MET0067##170055,$LOC00MWA101,D0073,1
4D4554303036372323170056,1,1,2017/12/04,12:26:47,MET0067##170056,$LOC00MWA101,D0073,1
4D4554303036372323170057,1,1,2017/12/04,12:26:47,MET0067##170057,$LOC00MWA101,D0073,1
4D4554303036372323170058,1,1,2017/12/04,12:26:47,MET0067##170058,$LOC00MWA101,D0073,1
4D4554303037312323170131,1,1,2017/12/04,12:32:38,MET0071##170131,$LOC00MWA101,FG004,1
4D4554303037312323170132,1,1,2017/12/04,12:32:38,MET0071##170132,$LOC00MWA101,FG004,1
4D4554303037312323170133,1,1,2017/12/04,12:32:38,MET0071##170133,$LOC00MWA101,FG004,1
4D4554303037312323170134,1,1,2017/12/04,12:32:38,MET0071##170134,$LOC00MWA101,FG004,1
4D4554303037312323170135,1,1,2017/12/04,12:32:38,MET0071##170135,$LOC00MWA101,FG004,1
4D4554303037312323170136,1,1,2017/12/04,12:32:38,MET0071##170136,$LOC00MWA101,FG004,1
4D4554303037312323170137,1,1,2017/12/04,12:32:38,MET0071##170137,$LOC00MWA101,FG004,1
4D4554303037312323170138,1,1,2017/12/04,12:32:38,MET0071##170138,$LOC00MWA101,FG004,1
4D4554303037312323170139,1,1,2017/12/04,12:32:38,MET0071##170139,$LOC00MWA101,FG004,1
4D4554303037312323170140,1,1,2017/12/04,12:32:38,MET0071##170140,$LOC00MWA101,FG004,1
4D4554303037312323170141,1,1,2017/12/04,12:32:38,MET0071##170141,$LOC00MWA101,FG004,1
4D4554303037312323170142,1,1,2017/12/04,12:32:38,MET0071##170142,$LOC00MWA101,FG004,1
4D4554303037312323170143,1,1,2017/12/04,12:32:38,MET0071##170143,$LOC00MWA101,FG004,1
4D4554303037312323170144,1,1,2017/12/04,12:32:38,MET0071##170144,$LOC00MWA101,FG004,1
4D4554303037312323170145,1,1,2017/12/04,12:32:38,MET0071##170145,$LOC00MWA101,FG004,1
4D4554303037312323170146,1,1,2017/12/04,12:32:38,MET0071##170146,$LOC00MWA101,FG004,1
4D4554303037312323170147,1,1,2017/12/04,12:32:38,MET0071##170147,$LOC00MWA101,FG004,1
4D4554303037312323170148,1,1,2017/12/04,12:32:38,MET0071##170148,$LOC00MWA101,FG004,1
4D4554303037312323170149,1,1,2017/12/04,12:32:38,MET0071##170149,$LOC00MWA101,FG004,1
4D4554303037312323170150,1,1,2017/12/04,12:32:38,MET0071##170150,$LOC00MWA101,FG004,1
4D4554303037312323170151,1,1,2017/12/04,12:32:38,MET0071##170151,$LOC00MWA101,FG004,1
4D4554303037312323170152,1,1,2017/12/04,12:32:38,MET0071##170152,$LOC00MWA101,FG004,1
4D4554303037312323170153,1,1,2017/12/04,12:32:38,MET0071##170153,$LOC00MWA101,FG004,1
4D4554303037312323170154,1,1,2017/12/04,12:32:38,MET0071##170154,$LOC00MWA101,FG004,1
4D4554303037312323170155,1,1,2017/12/04,12:32:38,MET0071##170155,$LOC00MWA101,FG004,1
4D4554303037312323170156,1,1,2017/12/04,12:32:38,MET0071##170156,$LOC00MWA101,FG004,1
4D4554303037312323170157,1,1,2017/12/04,12:32:38,MET0071##170157,$LOC00MWA101,FG004,1
4D4554303037312323170158,1,1,2017/12/04,12:32:38,MET0071##170158,$LOC00MWA101,FG004,1
4D4554303037312323170159,1,1,2017/12/04,12:32:38,MET0071##170159,$LOC00MWA101,FG004,1
4D4554303037312323170160,1,1,2017/12/04,12:32:38,MET0071##170160,$LOC00MWA101,FG004,1
4D4554303037312323170161,1,1,2017/12/04,12:32:38,MET0071##170161,$LOC00MWA101,FG004,1
4D4554303037312323170162,1,1,2017/12/04,12:32:38,MET0071##170162,$LOC00MWA101,FG004,1
4D4554303037312323170163,1,1,2017/12/04,12:32:38,MET0071##170163,$LOC00MWA101,FG004,1
4D4554303037312323170164,1,1,2017/12/04,12:32:38,MET0071##170164,$LOC00MWA101,FG004,1
4D4554303037312323170165,1,1,2017/12/04,12:32:38,MET0071##170165,$LOC00MWA101,FG004,1
4D4554303037312323170166,1,1,2017/12/04,12:32:38,MET0071##170166,$LOC00MWA101,FG004,1
4D4554303037312323170167,1,1,2017/12/04,12:32:38,MET0071##170167,$LOC00MWA101,FG004,1
4D4554303037312323170168,1,1,2017/12/04,12:32:38,MET0071##170168,$LOC00MWA101,FG004,1
4D4554303037312323170169,1,1,2017/12/04,12:32:38,MET0071##170169,$LOC00MWA101,FG004,1
4D4554303037312323170170,1,1,2017/12/04,12:32:38,MET0071##170170,$LOC00MWA101,FG004,1
4D4554303037312323170171,1,1,2017/12/04,12:32:38,MET0071##170171,$LOC00MWA101,FG004,1
4D4554303037312323170172,1,1,2017/12/04,12:32:38,MET0071##170172,$LOC00MWA101,FG004,1
4D4554303037312323170173,1,1,2017/12/04,12:32:38,MET0071##170173,$LOC00MWA101,FG004,1
4D4554303037312323170174,1,1,2017/12/04,12:32:38,MET0071##170174,$LOC00MWA101,FG004,1
4D4554303037312323170175,1,1,2017/12/04,12:32:38,MET0071##170175,$LOC00MWA101,FG004,1
4D4554303037312323170176,1,1,2017/12/04,12:32:38,MET0071##170176,$LOC00MWA101,FG004,1
4D4554303037312323170177,1,1,2017/12/04,12:32:38,MET0071##170177,$LOC00MWA101,FG004,1
4D4554303037312323170178,1,1,2017/12/04,12:32:38,MET0071##170178,$LOC00MWA101,FG004,1
4D4554303037312323170179,1,1,2017/12/04,12:32:38,MET0071##170179,$LOC00MWA101,FG004,1
4D4554303037312323170180,1,1,2017/12/04,12:32:38,MET0071##170180,$LOC00MWA101,FG004,1
4D4554303037312323170181,1,1,2017/12/04,12:32:38,MET0071##170181,$LOC00MWA101,FG004,1
4D4554303037312323170182,1,1,2017/12/04,12:32:38,MET0071##170182,$LOC00MWA101,FG004,1
4D4554303037312323170183,1,1,2017/12/04,12:32:38,MET0071##170183,$LOC00MWA101,FG004,1
4D4554303037312323170184,1,1,2017/12/04,12:32:38,MET0071##170184,$LOC00MWA101,FG004,1
4D4554303037312323170185,1,1,2017/12/04,12:32:38,MET0071##170185,$LOC00MWA101,FG004,1
4D4554303037312323170186,1,1,2017/12/04,12:32:38,MET0071##170186,$LOC00MWA101,FG004,1
4D4554303037312323170187,1,1,2017/12/04,12:32:38,MET0071##170187,$LOC00MWA101,FG004,1
4D4554303037312323170188,1,1,2017/12/04,12:32:38,MET0071##170188,$LOC00MWA101,FG004,1
4D4554303037312323170189,1,1,2017/12/04,12:32:38,MET0071##170189,$LOC00MWA101,FG004,1
4D4554303037312323170190,1,1,2017/12/04,12:32:38,MET0071##170190,$LOC00MWA101,FG004,1
4D4554303037312323170191,1,1,2017/12/04,12:32:38,MET0071##170191,$LOC00MWA101,FG004,1
4D4554303037312323170192,1,1,2017/12/04,12:32:38,MET0071##170192,$LOC00MWA101,FG004,1
4D4554303037312323170193,1,1,2017/12/04,12:32:38,MET0071##170193,$LOC00MWA101,FG004,1
4D4554303037312323170194,1,1,2017/12/04,12:32:38,MET0071##170194,$LOC00MWA101,FG004,1
4D4554303037312323170195,1,1,2017/12/04,12:32:38,MET0071##170195,$LOC00MWA101,FG004,1
4D4554303037312323170196,1,1,2017/12/04,12:32:38,MET0071##170196,$LOC00MWA101,FG004,1
4D4554303037312323170197,1,1,2017/12/04,12:32:38,MET0071##170197,$LOC00MWA101,FG004,1
4D4554303037312323170198,1,1,2017/12/04,12:32:38,MET0071##170198,$LOC00MWA101,FG004,1
4D4554303037312323170199,1,1,2017/12/04,12:32:38,MET0071##170199,$LOC00MWA101,FG004,1
4D4554303037312323170200,1,1,2017/12/04,12:32:38,MET0071##170200,$LOC00MWA101,FG004,1
4D4554303037312323170201,1,1,2017/12/04,12:32:38,MET0071##170201,$LOC00MWA101,FG004,1
4D4554303037312323170202,1,1,2017/12/04,12:32:38,MET0071##170202,$LOC00MWA101,FG004,1
4D4554303037312323170203,1,1,2017/12/04,12:32:38,MET0071##170203,$LOC00MWA101,FG004,1
4D4554303037312323170204,1,1,2017/12/04,12:32:38,MET0071##170204,$LOC00MWA101,FG004,1
4D4554303037312323170205,1,1,2017/12/04,12:32:38,MET0071##170205,$LOC00MWA101,FG004,1
4D4554303037312323170206,1,1,2017/12/04,12:32:38,MET0071##170206,$LOC00MWA101,FG004,1
4D4554303037312323170207,1,1,2017/12/04,12:32:38,MET0071##170207,$LOC00MWA101,FG004,1
4D4554303037312323170208,1,1,2017/12/04,12:32:38,MET0071##170208,$LOC00MWA101,FG004,1
4D4554303037312323170209,1,1,2017/12/04,12:32:38,MET0071##170209,$LOC00MWA101,FG004,1
4D4554303037312323170210,1,1,2017/12/04,12:32:38,MET0071##170210,$LOC00MWA101,FG004,1
4D4554303037312323170211,1,1,2017/12/04,12:32:38,MET0071##170211,$LOC00MWA101,FG004,1
4D4554303037312323170212,1,1,2017/12/04,12:32:38,MET0071##170212,$LOC00MWA101,FG004,1
4D4554303037312323170213,1,1,2017/12/04,12:32:38,MET0071##170213,$LOC00MWA101,FG004,1
4D4554303037312323170214,1,1,2017/12/04,12:32:38,MET0071##170214,$LOC00MWA101,FG004,1
4D4554303037312323170215,1,1,2017/12/04,12:32:38,MET0071##170215,$LOC00MWA101,FG004,1
4D4554303037312323170216,1,1,2017/12/04,12:32:38,MET0071##170216,$LOC00MWA101,FG004,1
4D4554303037312323170217,1,1,2017/12/04,12:32:38,MET0071##170217,$LOC00MWA101,FG004,1
4D4554303037312323170218,1,1,2017/12/04,12:32:38,MET0071##170218,$LOC00MWA101,FG004,1
4D4554303037312323170219,1,1,2017/12/04,12:32:38,MET0071##170219,$LOC00MWA101,FG004,1
4D4554303037312323170220,1,1,2017/12/04,12:32:38,MET0071##170220,$LOC00MWA101,FG004,1
4D4554303037312323170221,1,1,2017/12/04,12:32:38,MET0071##170221,$LOC00MWA101,FG004,1
4D4554303037312323170222,1,1,2017/12/04,12:32:38,MET0071##170222,$LOC00MWA101,FG004,1
4D4554303037312323170223,1,1,2017/12/04,12:32:38,MET0071##170223,$LOC00MWA101,FG004,1
4D4554303037312323170224,1,1,2017/12/04,12:32:38,MET0071##170224,$LOC00MWA101,FG004,1
4D4554303037312323170225,1,1,2017/12/04,12:32:38,MET0071##170225,$LOC00MWA101,FG004,1
4D4554303037312323170226,1,1,2017/12/04,12:32:38,MET0071##170226,$LOC00MWA101,FG004,1
4D4554303037312323170227,1,1,2017/12/04,12:32:38,MET0071##170227,$LOC00MWA101,FG004,1
4D4554303037312323170228,1,1,2017/12/04,12:32:38,MET0071##170228,$LOC00MWA101,FG004,1
4D4554303037312323170229,1,1,2017/12/04,12:32:38,MET0071##170229,$LOC00MWA101,FG004,1
4D4554303037312323170230,1,1,2017/12/04,12:32:38,MET0071##170230,$LOC00MWA101,FG004,1
4D4554303131332323170076,1,1,2017/12/04,12:33:32,MET0113##170076,$LOC00MWA101,H0022,1
4D4554303131332323170077,1,1,2017/12/04,12:33:32,MET0113##170077,$LOC00MWA101,H0022,1
4D4554303131332323170078,1,1,2017/12/04,12:33:32,MET0113##170078,$LOC00MWA101,H0022,1
4D4554303131332323170079,1,1,2017/12/04,12:33:32,MET0113##170079,$LOC00MWA101,H0022,1
4D4554303131332323170080,1,1,2017/12/04,12:33:32,MET0113##170080,$LOC00MWA101,H0022,1
4D4554303131332323170081,1,1,2017/12/04,12:33:32,MET0113##170081,$LOC00MWA101,H0022,1
4D4554303131332323170082,1,1,2017/12/04,12:33:32,MET0113##170082,$LOC00MWA101,H0022,1
4D4554303131332323170083,1,1,2017/12/04,12:33:32,MET0113##170083,$LOC00MWA101,H0022,1
4D4554303131332323170084,1,1,2017/12/04,12:33:32,MET0113##170084,$LOC00MWA101,H0022,1
4D4554303131332323170085,1,1,2017/12/04,12:33:32,MET0113##170085,$LOC00MWA101,H0022,1
4D4554303131332323170086,1,1,2017/12/04,12:33:32,MET0113##170086,$LOC00MWA101,H0022,1
4D4554303131332323170087,1,1,2017/12/04,12:33:32,MET0113##170087,$LOC00MWA101,H0022,1
4D4554303131332323170088,1,1,2017/12/04,12:33:32,MET0113##170088,$LOC00MWA101,H0022,1
4D4554303131332323170089,1,1,2017/12/04,12:33:32,MET0113##170089,$LOC00MWA101,H0022,1
4D4554303131332323170090,1,1,2017/12/04,12:33:33,MET0113##170090,$LOC00MWA101,H0022,1
4D4554303131342323170085,1,1,2017/12/04,12:35:12,MET0114##170085,$LOC00MWA101,H0023,1
4D4554303131342323170086,1,1,2017/12/04,12:35:12,MET0114##170086,$LOC00MWA101,H0023,1
4D4554303131342323170087,1,1,2017/12/04,12:35:12,MET0114##170087,$LOC00MWA101,H0023,1
4D4554303131342323170088,1,1,2017/12/04,12:35:12,MET0114##170088,$LOC00MWA101,H0023,1
4D4554303131342323170089,1,1,2017/12/04,12:35:12,MET0114##170089,$LOC00MWA101,H0023,1
4D4554303131342323170090,1,1,2017/12/04,12:35:12,MET0114##170090,$LOC00MWA101,H0023,1
4D4554303131342323170091,1,1,2017/12/04,12:35:12,MET0114##170091,$LOC00MWA101,H0023,1
4D4554303131342323170092,1,1,2017/12/04,12:35:12,MET0114##170092,$LOC00MWA101,H0023,1
4D4554303131342323170093,1,1,2017/12/04,12:35:12,MET0114##170093,$LOC00MWA101,H0023,1
4D4554303131342323170094,1,1,2017/12/04,12:35:12,MET0114##170094,$LOC00MWA101,H0023,1
4D4554303131342323170095,1,1,2017/12/04,12:35:12,MET0114##170095,$LOC00MWA101,H0023,1
4D4554303131342323170096,1,1,2017/12/04,12:35:12,MET0114##170096,$LOC00MWA101,H0023,1
4D4554303131342323170097,1,1,2017/12/04,12:35:12,MET0114##170097,$LOC00MWA101,H0023,1
4D4554303131342323170098,1,1,2017/12/04,12:35:12,MET0114##170098,$LOC00MWA101,H0023,1
4D4554303131342323170099,1,1,2017/12/04,12:35:12,MET0114##170099,$LOC00MWA101,H0023,1
4D4554303131342323170100,1,1,2017/12/04,12:35:12,MET0114##170100,$LOC00MWA101,H0023,1
4D4554303131342323170101,1,1,2017/12/04,12:35:12,MET0114##170101,$LOC00MWA101,H0023,1
4D4554303131342323170102,1,1,2017/12/04,12:35:12,MET0114##170102,$LOC00MWA101,H0023,1
4D4554303131342323170103,1,1,2017/12/04,12:35:12,MET0114##170103,$LOC00MWA101,H0023,1
4D4554303131342323170104,1,1,2017/12/04,12:35:12,MET0114##170104,$LOC00MWA101,H0023,1
4D4554303131342323170105,1,1,2017/12/04,12:35:12,MET0114##170105,$LOC00MWA101,H0023,1
4D4554303131342323170106,1,1,2017/12/04,12:35:12,MET0114##170106,$LOC00MWA101,H0023,1
4D4554303131342323170107,1,1,2017/12/04,12:35:12,MET0114##170107,$LOC00MWA101,H0023,1
4D4554303131342323170108,1,1,2017/12/04,12:35:12,MET0114##170108,$LOC00MWA101,H0023,1
4D4554303131342323170109,1,1,2017/12/04,12:35:12,MET0114##170109,$LOC00MWA101,H0023,1
4D4554303131342323170110,1,1,2017/12/04,12:35:12,MET0114##170110,$LOC00MWA101,H0023,1
4D4554303131352323170085,1,1,2017/12/04,12:36:11,MET0115##170085,$LOC00MWA101,H0024,1
4D4554303131352323170086,1,1,2017/12/04,12:36:11,MET0115##170086,$LOC00MWA101,H0024,1
4D4554303131352323170090,1,1,2017/12/04,12:36:11,MET0115##170090,$LOC00MWA101,H0024,1
4D4554303131352323170108,1,1,2017/12/04,12:36:11,MET0115##170108,$LOC00MWA101,H0024,1
4D4554303131352323170109,1,1,2017/12/04,12:36:11,MET0115##170109,$LOC00MWA101,H0024,1
4D4554303131352323170110,1,1,2017/12/04,12:36:11,MET0115##170110,$LOC00MWA101,H0024,1
4D4554303131362323170068,1,1,2017/12/04,12:37:34,MET0116##170068,$LOC00MWA101,H0025,1
4D4554303131362323170069,1,1,2017/12/04,12:37:34,MET0116##170069,$LOC00MWA101,H0025,1
4D4554303131362323170070,1,1,2017/12/04,12:37:34,MET0116##170070,$LOC00MWA101,H0025,1
4D4554303131362323170071,1,1,2017/12/04,12:37:34,MET0116##170071,$LOC00MWA101,H0025,1
4D4554303131362323170072,1,1,2017/12/04,12:37:34,MET0116##170072,$LOC00MWA101,H0025,1
4D4554303131362323170073,1,1,2017/12/04,12:37:34,MET0116##170073,$LOC00MWA101,H0025,1
4D4554303131362323170074,1,1,2017/12/04,12:37:34,MET0116##170074,$LOC00MWA101,H0025,1
4D4554303131362323170075,1,1,2017/12/04,12:37:34,MET0116##170075,$LOC00MWA101,H0025,1
4D4554303131362323170076,1,1,2017/12/04,12:37:34,MET0116##170076,$LOC00MWA101,H0025,1
4D4554303131362323170077,1,1,2017/12/04,12:37:34,MET0116##170077,$LOC00MWA101,H0025,1
4D4554303131362323170078,1,1,2017/12/04,12:37:34,MET0116##170078,$LOC00MWA101,H0025,1
4D4554303131362323170079,1,1,2017/12/04,12:37:34,MET0116##170079,$LOC00MWA101,H0025,1
4D4554303131362323170080,1,1,2017/12/04,12:37:34,MET0116##170080,$LOC00MWA101,H0025,1
4D4554303131362323170081,1,1,2017/12/04,12:37:34,MET0116##170081,$LOC00MWA101,H0025,1
4D4554303131362323170082,1,1,2017/12/04,12:37:34,MET0116##170082,$LOC00MWA101,H0025,1
4D4554303131362323170083,1,1,2017/12/04,12:37:34,MET0116##170083,$LOC00MWA101,H0025,1
4D4554303131362323170084,1,1,2017/12/04,12:37:34,MET0116##170084,$LOC00MWA101,H0025,1
4D4554303131362323170085,1,1,2017/12/04,12:37:34,MET0116##170085,$LOC00MWA101,H0025,1
4D4554303131362323170086,1,1,2017/12/04,12:37:34,MET0116##170086,$LOC00MWA101,H0025,1
4D4554303131362323170087,1,1,2017/12/04,12:37:34,MET0116##170087,$LOC00MWA101,H0025,1
4D4554303131362323170088,1,1,2017/12/04,12:37:34,MET0116##170088,$LOC00MWA101,H0025,1
4D4554303131362323170089,1,1,2017/12/04,12:37:34,MET0116##170089,$LOC00MWA101,H0025,1
4D4554303131362323170090,1,1,2017/12/04,12:37:34,MET0116##170090,$LOC00MWA101,H0025,1
4D4554303131372323170080,1,1,2017/12/04,12:40:13,MET0117##170080,$LOC00MWA101,H0026,1
4D4554303131372323170081,1,1,2017/12/04,12:40:13,MET0117##170081,$LOC00MWA101,H0026,1
4D4554303131372323170082,1,1,2017/12/04,12:40:13,MET0117##170082,$LOC00MWA101,H0026,1
4D4554303131372323170083,1,1,2017/12/04,12:40:13,MET0117##170083,$LOC00MWA101,H0026,1
4D4554303131372323170084,1,1,2017/12/04,12:40:13,MET0117##170084,$LOC00MWA101,H0026,1
4D4554303131372323170085,1,1,2017/12/04,12:40:13,MET0117##170085,$LOC00MWA101,H0026,1
4D4554303131372323170086,1,1,2017/12/04,12:40:13,MET0117##170086,$LOC00MWA101,H0026,1
4D4554303131372323170087,1,1,2017/12/04,12:40:13,MET0117##170087,$LOC00MWA101,H0026,1
4D4554303131372323170088,1,1,2017/12/04,12:40:13,MET0117##170088,$LOC00MWA101,H0026,1
4D4554303131372323170089,1,1,2017/12/04,12:40:13,MET0117##170089,$LOC00MWA101,H0026,1
4D4554303131372323170090,1,1,2017/12/04,12:40:13,MET0117##170090,$LOC00MWA101,H0026,1
4D4554303234382323170001,1,1,2017/12/04,12:40:52,MET0248##170001,$LOC00MWA101,K0142,1
4D4554303234382323170002,1,1,2017/12/04,12:40:52,MET0248##170002,$LOC00MWA101,K0142,1
4D4554303234382323170003,1,1,2017/12/04,12:40:52,MET0248##170003,$LOC00MWA101,K0142,1
4D4554303234382323170004,1,1,2017/12/04,12:40:52,MET0248##170004,$LOC00MWA101,K0142,1
4D4554303234382323170005,1,1,2017/12/04,12:40:52,MET0248##170005,$LOC00MWA101,K0142,1
4D4554303234382323170006,1,1,2017/12/04,12:40:52,MET0248##170006,$LOC00MWA101,K0142,1
4D4554303234382323170007,1,1,2017/12/04,12:40:52,MET0248##170007,$LOC00MWA101,K0142,1
4D4554303234382323170008,1,1,2017/12/04,12:40:52,MET0248##170008,$LOC00MWA101,K0142,1
4D4554303234382323170009,1,1,2017/12/04,12:40:52,MET0248##170009,$LOC00MWA101,K0142,1
4D4554303234382323170010,1,1,2017/12/04,12:40:52,MET0248##170010,$LOC00MWA101,K0142,1
4D4554303234382323170011,1,1,2017/12/04,12:40:52,MET0248##170011,$LOC00MWA101,K0142,1
4D4554303234382323170012,1,1,2017/12/04,12:40:52,MET0248##170012,$LOC00MWA101,K0142,1
4D4554303234382323170013,1,1,2017/12/04,12:40:52,MET0248##170013,$LOC00MWA101,K0142,1
4D4554303234382323170014,1,1,2017/12/04,12:40:52,MET0248##170014,$LOC00MWA101,K0142,1
4D4554303234382323170015,1,1,2017/12/04,12:40:52,MET0248##170015,$LOC00MWA101,K0142,1
4D4554303234382323170016,1,1,2017/12/04,12:40:52,MET0248##170016,$LOC00MWA101,K0142,1
4D4554303234382323170017,1,1,2017/12/04,12:40:52,MET0248##170017,$LOC00MWA101,K0142,1
4D4554303234382323170018,1,1,2017/12/04,12:40:52,MET0248##170018,$LOC00MWA101,K0142,1
4D4554303234382323170019,1,1,2017/12/04,12:40:52,MET0248##170019,$LOC00MWA101,K0142,1
4D4554303234382323170020,1,1,2017/12/04,12:40:52,MET0248##170020,$LOC00MWA101,K0142,1
4D4554303234382323170021,1,1,2017/12/04,12:40:52,MET0248##170021,$LOC00MWA101,K0142,1
4D4554303234382323170022,1,1,2017/12/04,12:40:52,MET0248##170022,$LOC00MWA101,K0142,1
4D4554303234382323170023,1,1,2017/12/04,12:40:52,MET0248##170023,$LOC00MWA101,K0142,1
4D4554303234382323170024,1,1,2017/12/04,12:40:52,MET0248##170024,$LOC00MWA101,K0142,1
4D4554303234382323170025,1,1,2017/12/04,12:40:52,MET0248##170025,$LOC00MWA101,K0142,1
4D4554303234382323170026,1,1,2017/12/04,12:40:52,MET0248##170026,$LOC00MWA101,K0142,1
4D4554303234382323170027,1,1,2017/12/04,12:40:52,MET0248##170027,$LOC00MWA101,K0142,1
4D4554303234382323170028,1,1,2017/12/04,12:40:52,MET0248##170028,$LOC00MWA101,K0142,1
4D4554303234382323170029,1,1,2017/12/04,12:40:52,MET0248##170029,$LOC00MWA101,K0142,1
4D4554303234382323170030,1,1,2017/12/04,12:40:52,MET0248##170030,$LOC00MWA101,K0142,1
4D4554303234382323170031,1,1,2017/12/04,12:40:52,MET0248##170031,$LOC00MWA101,K0142,1
4D4554303234382323170032,1,1,2017/12/04,12:40:52,MET0248##170032,$LOC00MWA101,K0142,1
4D4554303234382323170033,1,1,2017/12/04,12:40:52,MET0248##170033,$LOC00MWA101,K0142,1
4D4554303234382323170034,1,1,2017/12/04,12:40:52,MET0248##170034,$LOC00MWA101,K0142,1
4D4554303234382323170035,1,1,2017/12/04,12:40:52,MET0248##170035,$LOC00MWA101,K0142,1
4D4554303234382323170036,1,1,2017/12/04,12:40:52,MET0248##170036,$LOC00MWA101,K0142,1
4D4554303234382323170037,1,1,2017/12/04,12:40:52,MET0248##170037,$LOC00MWA101,K0142,1
4D4554303234392323170009,1,1,2017/12/04,12:42:07,MET0249##170009,$LOC00MWA101,K0143,1
4D4554303234392323170010,1,1,2017/12/04,12:42:07,MET0249##170010,$LOC00MWA101,K0143,1
4D4554303234392323170011,1,1,2017/12/04,12:42:07,MET0249##170011,$LOC00MWA101,K0143,1
4D4554303234392323170012,1,1,2017/12/04,12:42:07,MET0249##170012,$LOC00MWA101,K0143,1
4D4554303234392323170013,1,1,2017/12/04,12:42:07,MET0249##170013,$LOC00MWA101,K0143,1
4D4554303234392323170014,1,1,2017/12/04,12:42:07,MET0249##170014,$LOC00MWA101,K0143,1
4D4554303234392323170015,1,1,2017/12/04,12:42:07,MET0249##170015,$LOC00MWA101,K0143,1
4D4554303234392323170016,1,1,2017/12/04,12:42:07,MET0249##170016,$LOC00MWA101,K0143,1
4D4554303234392323170017,1,1,2017/12/04,12:42:07,MET0249##170017,$LOC00MWA101,K0143,1
4D4554303234392323170018,1,1,2017/12/04,12:42:07,MET0249##170018,$LOC00MWA101,K0143,1
4D4554303234392323170019,1,1,2017/12/04,12:42:07,MET0249##170019,$LOC00MWA101,K0143,1
4D4554303234392323170020,1,1,2017/12/04,12:42:07,MET0249##170020,$LOC00MWA101,K0143,1
4D4554303234392323170021,1,1,2017/12/04,12:42:07,MET0249##170021,$LOC00MWA101,K0143,1
4D4554303234392323170022,1,1,2017/12/04,12:42:07,MET0249##170022,$LOC00MWA101,K0143,1
4D4554303234392323170023,1,1,2017/12/04,12:42:07,MET0249##170023,$LOC00MWA101,K0143,1
4D4554303234392323170024,1,1,2017/12/04,12:42:07,MET0249##170024,$LOC00MWA101,K0143,1
4D4554303234392323170025,1,1,2017/12/04,12:42:07,MET0249##170025,$LOC00MWA101,K0143,1
4D4554303234392323170026,1,1,2017/12/04,12:42:07,MET0249##170026,$LOC00MWA101,K0143,1
4D4554303234392323170027,1,1,2017/12/04,12:42:07,MET0249##170027,$LOC00MWA101,K0143,1
4D4554303234392323170028,1,1,2017/12/04,12:42:07,MET0249##170028,$LOC00MWA101,K0143,1
4D4554303234392323170029,1,1,2017/12/04,12:42:07,MET0249##170029,$LOC00MWA101,K0143,1
4D4554303234392323170030,1,1,2017/12/04,12:42:07,MET0249##170030,$LOC00MWA101,K0143,1
4D4554303234392323170031,1,1,2017/12/04,12:42:07,MET0249##170031,$LOC00MWA101,K0143,1
4D4554303234392323170032,1,1,2017/12/04,12:42:07,MET0249##170032,$LOC00MWA101,K0143,1
4D4554303234392323170033,1,1,2017/12/04,12:42:07,MET0249##170033,$LOC00MWA101,K0143,1
4D4554303234392323170034,1,1,2017/12/04,12:42:07,MET0249##170034,$LOC00MWA101,K0143,1
4D4554303234392323170035,1,1,2017/12/04,12:42:07,MET0249##170035,$LOC00MWA101,K0143,1
